發生年度,發生月份,發生日期,發生時間,天候名稱,光線名稱,道路類別-第1當事者-名稱,道路型態大類別名稱,道路型態子類別名稱,事故位置大類別名稱,事故位置子類別名稱,路面狀況-路面鋪裝名稱,路面狀況-路面狀態名稱,路面狀況-路面缺陷名稱,道路障礙-障礙物名稱,道路障礙-視距品質名稱,道路障礙-視距名稱,號誌-號誌種類名稱,號誌-號誌動作名稱,車道劃分設施-分向設施大類別名稱,車道劃分設施-分向設施子類別名稱,車道劃分設施-分道設施-快車道或一般車道間名稱,車道劃分設施-分道設施-快慢車道間名稱,車道劃分設施-分道設施-路面邊線名稱,事故類型及型態大類別名稱,事故類型及型態子類別名稱,肇因研判大類別名稱-主要,肇因研判子類別名稱-主要,死亡受傷人數,當事者順位,當事者區分-類別-大類別名稱-車種,當事者區分-類別-子類別名稱-車種,當事者屬-性-別名稱,保護裝備名稱,行動電話或電腦或其他相類功能裝置名稱,當事者行動狀態大類別名稱,當事者行動狀態子類別名稱,車輛撞擊部位大類別名稱-最初,車輛撞擊部位子類別名稱-最初,經度,緯度
2022,5,20220522,215207,陰,夜間(或隧道、地下道、涵洞)有照明,其他,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,附標記,未繪設車道線,未繪設快慢車道分隔線,有,汽(機)車本身,衝出路外,駕駛人,酒醉(後)駕駛失控,死亡1;受傷0,1,小客車,自用,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,121.839663,24.868924
2022,5,20220523,12300,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,汽(機)車本身,路上翻車、摔倒,其他,不明原因肇事,死亡1;受傷0,1,機車,普通重型,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,右側車身,120.537777,24.065989
2022,5,20220523,60500,晴,晨或暮光,市區道路,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,無標記,車道線(無標記),快慢車道分隔線,有,汽(機)車本身,撞路樹、電桿,駕駛人,未注意車前狀態,死亡1;受傷0,1,機車,普通重型,女,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,右側車身,120.279475,23.190304
2022,5,20220523,70600,晴,日間自然光線,市區道路,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(無標記),快慢車道分隔線,有,車與車,同向擦撞,駕駛人,未注意車前狀態,死亡1;受傷0,1,機車,普通重型,女,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,右側車身,120.639341,24.108025
2022,5,20220523,70600,晴,日間自然光線,市區道路,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(無標記),快慢車道分隔線,有,車與車,同向擦撞,駕駛人,未注意車前狀態,死亡1;受傷0,2,小客車,自用,女,不明,不明,車的狀態,靜止(引擎熄火),汽車,左後車尾(身),120.639341,24.108025
2022,5,20220523,71500,晴,日間自然光線,市區道路,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,雙向禁止超車線,無標記,未繪設車道線,快慢車道分隔線,無,人與汽(機)車,穿越道路中,駕駛人,未注意車前狀態,死亡1;受傷2,1,機車,普通重型,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,120.694435,24.138569
2022,5,20220523,71500,晴,日間自然光線,市區道路,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,雙向禁止超車線,無標記,未繪設車道線,快慢車道分隔線,無,人與汽(機)車,穿越道路中,駕駛人,未注意車前狀態,死亡1;受傷2,2,人,行人,女,其他(無需使用保護裝備之人),非駕駛人,人的狀態,步行,其他,非汽(機)車,120.694435,24.138569
2022,5,20220523,71500,晴,日間自然光線,市區道路,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,雙向禁止超車線,無標記,未繪設車道線,快慢車道分隔線,無,人與汽(機)車,穿越道路中,駕駛人,未注意車前狀態,死亡1;受傷2,3,人,乘客,女,戴安全帽或繫安全帶(使用幼童安全椅),非駕駛人,人的狀態,其他,其他,非汽(機)車,120.694435,24.138569
2022,5,20220523,84200,晴,日間自然光線,市區道路,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,快慢車道分隔線,無,車與車,側撞,駕駛人,違反特定標誌(線)禁制,死亡1;受傷1,1,小貨車(含客、貨兩用),自用,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,迴轉或橫越道路中,汽車,左側車身,121.481379,25.009382
2022,5,20220523,84200,晴,日間自然光線,市區道路,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,快慢車道分隔線,無,車與車,側撞,駕駛人,違反特定標誌(線)禁制,死亡1;受傷1,2,機車,大型重型2(250-550C.C.),男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,121.481379,25.009382
2022,5,20220523,123500,陰,日間自然光線,市區道路,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,車道線(無標記),未繪設快慢車道分隔線,有,汽(機)車本身,路上翻車、摔倒,其他,不明原因肇事,死亡1;受傷0,1,機車,普通重型,男,戴安全帽或繫安全帶(使用幼童安全椅),不明,人的狀態,不明,其他,不明,121.741037,25.136815
2022,5,20220524,61400,雨,日間自然光線,市區道路,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,良好,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛人,違反號誌管制或指揮,死亡1;受傷1,1,機車,普通重型,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,右側車身,121.225825,24.964942
2022,5,20220524,61400,雨,日間自然光線,市區道路,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,良好,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛人,違反號誌管制或指揮,死亡1;受傷1,2,小客車,自用,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,左前車頭(身),121.225825,24.964942
2022,5,20220524,185400,雨,夜間(或隧道、地下道、涵洞)有照明,村里道路,交岔路,三岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,窄式無柵欄,車道線(附標記),快慢車道分隔線,有,車與車,追撞,駕駛人,未注意車前狀態,死亡1;受傷1,1,機車,普通重型,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,120.445751,22.476627
2022,5,20220524,185400,雨,夜間(或隧道、地下道、涵洞)有照明,村里道路,交岔路,三岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,窄式無柵欄,車道線(附標記),快慢車道分隔線,有,車與車,追撞,駕駛人,未注意車前狀態,死亡1;受傷1,2,機車,普通重型,男,不明,未使用,車的狀態,向前直行中,機車,後車尾,120.445751,22.476627
2022,5,20220524,210041,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,路口交岔撞,駕駛人,未依規定讓車,死亡1;受傷0,1,小貨車(含客、貨兩用),自用,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右前車頭(身),121.696623,24.709807
2022,5,20220524,210041,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,路口交岔撞,駕駛人,未依規定讓車,死亡1;受傷0,2,機車,普通重型,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,121.696623,24.709807
2022,5,20220524,222557,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,單路部分,彎曲路及附近,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,不良,彎道,無號誌,無號誌,雙向禁止超車線,附標記,未繪設車道線,未繪設快慢車道分隔線,有,汽(機)車本身,撞路樹、電桿,駕駛人,未注意車前狀態,死亡1;受傷0,1,小客車,自用,男,未戴案全帽或未繫安全帶(未使用幼童安全椅),不明,車的狀態,左轉彎,汽車,前車頭,120.399722,23.309123
2022,5,20220524,230600,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,不良,其他,無號誌,無號誌,行車分向線,附標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,對向擦撞,駕駛人,未依規定減速,死亡1;受傷0,1,機車,普通重型,男,戴安全帽或繫安全帶(使用幼童安全椅),不明,車的狀態,向前直行中,其他,不明,120.358536,22.647392
2022,5,20220524,230600,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,不良,其他,無號誌,無號誌,行車分向線,附標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,對向擦撞,駕駛人,未依規定減速,死亡1;受傷0,2,大客車,民營客運,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,左前車頭(身),120.358536,22.647392
2022,5,20220524,234900,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),未繪設車道線,未繪設快慢車道分隔線,有,車與車,其他,其他,不明原因肇事,死亡1;受傷1,1,小客車,自用,男,不明,不明,車的狀態,向前直行中,汽車,左側車身,121.398394,25.141247
2022,5,20220524,234900,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),未繪設車道線,未繪設快慢車道分隔線,有,車與車,其他,其他,不明原因肇事,死亡1;受傷1,2,小客車,租賃車,男,不明,不明,車的狀態,向前直行中,汽車,前車頭,121.398394,25.141247
2022,5,20220524,234900,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),未繪設車道線,未繪設快慢車道分隔線,有,車與車,其他,其他,不明原因肇事,死亡1;受傷1,3,人,乘客,男,不明,不明,人的狀態,其他,其他,非汽(機)車,121.398394,25.141247
2022,5,20220525,115400,雨,日間自然光線,市區道路,單路部分,直路,路段,快車道,柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,對撞,駕駛人,超速失控,死亡1;受傷2,1,小客車,租賃車,男,不明,不明,車的狀態,向前直行中,汽車,前車頭,121.427704,24.999288
2022,5,20220525,115400,雨,日間自然光線,市區道路,單路部分,直路,路段,快車道,柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,對撞,駕駛人,超速失控,死亡1;受傷2,2,小客車,自用,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,121.427704,24.999288
2022,5,20220525,115400,雨,日間自然光線,市區道路,單路部分,直路,路段,快車道,柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,對撞,駕駛人,超速失控,死亡1;受傷2,3,小客車,自用,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,121.427704,24.999288
2022,5,20220525,115400,雨,日間自然光線,市區道路,單路部分,直路,路段,快車道,柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,對撞,駕駛人,超速失控,死亡1;受傷2,4,人,乘客,男,其他(無需使用保護裝備之人),非駕駛人,人的狀態,不明,其他,不明,121.427704,24.999288
2022,5,20220526,60200,晴,日間自然光線,市區道路,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,中央分向島,寛式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛人,違反號誌管制或指揮,死亡1;受傷0,1,小貨車(含客、貨兩用),自用,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右前車頭(身),120.315237,22.630391
2022,5,20220526,60200,晴,日間自然光線,市區道路,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,中央分向島,寛式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛人,違反號誌管制或指揮,死亡1;受傷0,2,機車,普通重型,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,120.315237,22.630391
2022,5,20220526,84537,晴,日間自然光線,其他,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛人,未依規定讓車,死亡1;受傷0,1,大貨車,自用,男,不明,未使用,車的狀態,向前直行中,汽車,右前車頭(身),120.52696,23.736906
2022,5,20220526,84537,晴,日間自然光線,其他,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛人,未依規定讓車,死亡1;受傷0,2,機車,普通重型,女,戴安全帽或繫安全帶(使用幼童安全椅),不明,車的狀態,向前直行中,機車,左側車身,120.52696,23.736906
2022,5,20220526,102700,陰,日間自然光線,村里道路,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,路口交岔撞,駕駛人,未依規定讓車,死亡1;受傷2,1,機車,普通重型,女,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,120.95736,24.859224
2022,5,20220526,102700,陰,日間自然光線,村里道路,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,路口交岔撞,駕駛人,未依規定讓車,死亡1;受傷2,2,小客車,自用,女,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,左側車身,120.95736,24.859224
2022,5,20220526,102700,陰,日間自然光線,村里道路,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,路口交岔撞,駕駛人,未依規定讓車,死亡1;受傷2,3,人,乘客,女,戴安全帽或繫安全帶(使用幼童安全椅),非駕駛人,人的狀態,其他,其他,非汽(機)車,120.95736,24.859224
